src_id	dst_id	edge_type	weight
MN023178	MN023188	phage-phage	0.886866
MN023178	MN023189	phage-phage	1.0
MN023178	MN023190	phage-phage	1.0
MN023178	MN023191	phage-phage	1.0
MN023178	NC_054989	phage-phage	1.0
MN023179	MN023180	phage-phage	0.886866
MN023179	MN023181	phage-phage	0.886866
MN023179	MN023182	phage-phage	0.886866
MN023179	MN023183	phage-phage	0.886866
MN023179	MN023184	phage-phage	1.0
MN023179	MN023185	phage-phage	1.0
MN023179	MN023186	phage-phage	1.0
MN023179	MN023187	phage-phage	0.886866
MN023179	MN023188	phage-phage	1.0
MN023179	MN023189	phage-phage	0.886866
MN023179	MN023190	phage-phage	0.886866
MN023179	MN023191	phage-phage	0.886866
MN023179	NC_054989	phage-phage	0.886866
MN023180	MN023181	phage-phage	1.0
MN023180	MN023182	phage-phage	1.0
MN023180	MN023183	phage-phage	1.0
MN023180	MN023184	phage-phage	0.886866
MN023180	MN023185	phage-phage	0.886866
MN023180	MN023186	phage-phage	0.886866
MN023180	MN023187	phage-phage	1.0
MN023180	MN023188	phage-phage	0.886866
MN023180	MN023189	phage-phage	1.0
MN023180	MN023190	phage-phage	1.0
MN023180	MN023191	phage-phage	1.0
MN023180	NC_054989	phage-phage	1.0
MN023181	MN023182	phage-phage	1.0
MN023181	MN023183	phage-phage	1.0
MN023181	MN023184	phage-phage	0.886866
MN023181	MN023185	phage-phage	0.886866
MN023181	MN023186	phage-phage	0.886866
MN023181	MN023187	phage-phage	1.0
MN023181	MN023188	phage-phage	0.886866
MN023181	MN023189	phage-phage	1.0
MN023181	MN023190	phage-phage	1.0
MN023181	MN023191	phage-phage	1.0
MN023181	NC_054989	phage-phage	1.0
MN023182	MN023183	phage-phage	1.0
MN023182	MN023184	phage-phage	0.886866
MN023182	MN023185	phage-phage	0.886866
MN023182	MN023186	phage-phage	0.886866
MN023182	MN023187	phage-phage	1.0
MN023182	MN023188	phage-phage	0.886866
MN023182	MN023189	phage-phage	1.0
MN023182	MN023190	phage-phage	1.0
MN023182	MN023191	phage-phage	1.0
MN023182	NC_054989	phage-phage	1.0
MN023183	MN023184	phage-phage	0.886866
MN023183	MN023185	phage-phage	0.886866
MN023183	MN023186	phage-phage	0.886866
MN023183	MN023187	phage-phage	1.0
MN023183	MN023188	phage-phage	0.886866
MN023183	MN023189	phage-phage	1.0
MN023183	MN023190	phage-phage	1.0
MN023183	MN023191	phage-phage	1.0
MN023183	NC_054989	phage-phage	1.0
MN023184	MN023185	phage-phage	1.0
MN023184	MN023186	phage-phage	1.0
MN023184	MN023187	phage-phage	0.886866
MN023184	MN023188	phage-phage	1.0
MN023184	MN023189	phage-phage	0.886866
MN023184	MN023190	phage-phage	0.886866
MN023184	MN023191	phage-phage	0.886866
MN023184	NC_054989	phage-phage	0.886866
MN023185	MN023186	phage-phage	1.0
MN023185	MN023187	phage-phage	0.886866
MN023185	MN023188	phage-phage	1.0
MN023185	MN023189	phage-phage	0.886866
MN023185	MN023190	phage-phage	0.886866
MN023185	MN023191	phage-phage	0.886866
MN023185	NC_054989	phage-phage	0.886866
MN023186	MN023187	phage-phage	0.886866
MN023186	MN023188	phage-phage	1.0
MN023186	MN023189	phage-phage	0.886866
MN023186	MN023190	phage-phage	0.886866
MN023186	MN023191	phage-phage	0.886866
MN023186	NC_054989	phage-phage	0.886866
MN023187	MN023188	phage-phage	0.886866
MN023187	MN023189	phage-phage	1.0
MN023187	MN023190	phage-phage	1.0
MN023187	MN023191	phage-phage	1.0
MN023187	NC_054989	phage-phage	1.0
MN023188	MN023189	phage-phage	0.886866
MN023188	MN023190	phage-phage	0.886866
MN023188	MN023191	phage-phage	0.886866
MN023188	NC_054989	phage-phage	0.886866
MN023189	MN023190	phage-phage	1.0
MN023189	MN023191	phage-phage	1.0
MN023189	NC_054989	phage-phage	1.0
MN023190	MN023191	phage-phage	1.0
MN023190	NC_054989	phage-phage	1.0
MN023191	NC_054989	phage-phage	1.0
MN047438	MN336261	phage-phage	0.848295
MN047438	MN336262	phage-phage	0.860335
MN047438	MN336263	phage-phage	0.860335
MN047438	MT226657	phage-phage	0.860335
MN047438	MT338525	phage-phage	0.86171
MN047438	MW460250	phage-phage	0.860335
MN047438	MW528836	phage-phage	0.900976
MN047438	NC_007066	phage-phage	0.873681
MN047438	NC_025417	phage-phage	0.837546
MN047438	NC_047720	phage-phage	0.873681
MN047438	NC_047721	phage-phage	0.817784
MN047438	NC_047726	phage-phage	0.94321
MN047438	NC_047729	phage-phage	0.837546
MN047438	NC_047731	phage-phage	0.82741
MN047438	NC_047732	phage-phage	0.860335
MN047438	OL960567	phage-phage	0.860335
MN047438	OL960568	phage-phage	0.860335
MN047438	OL960569	phage-phage	0.872841
MN047438	OL960570	phage-phage	0.860335
MN047438	OP651044	phage-phage	0.94321
MN047438	OR327749	phage-phage	0.860335
MN062702	MT024864	phage-phage	0.848522
MN062702	MT553339	phage-phage	0.848522
MN062709	MT451985	phage-phage	1.0
MN096373	ON526985	phage-phage	1.0
MN096375	NC_042051	phage-phage	0.884087
MN096381	NC_028976	phage-phage	0.918265
MN101217	MN101219	phage-phage	1.0
MN119376	MN284894	phage-phage	1.0
MN119376	MZ622160	phage-phage	1.0
MN119376	NC_048706	phage-phage	1.0
MN119376	ON108647	phage-phage	0.897619
MN128594	NC_024383	phage-phage	0.924567
MN128594	NC_047745	phage-phage	0.924567
MN150710	NC_047788	phage-phage	1.0
MN158206	MN158207	phage-phage	0.898917
MN158209	MN158211	phage-phage	0.912276
MN158209	MN158215	phage-phage	0.912276
MN158209	MN158217	phage-phage	0.912276
MN158210	MN158216	phage-phage	1.0
MN158211	MN158215	phage-phage	1.0
MN158211	MN158217	phage-phage	1.0
MN158215	MN158217	phage-phage	1.0
MN172529	NC_024359	phage-phage	0.927788
MN176220	MN176221	phage-phage	1.0
MN176231	MN176232	phage-phage	1.0
MN176231	MZ501264	phage-phage	1.0
MN176232	MZ501264	phage-phage	1.0
MN212906	NC_042124	phage-phage	0.897619
MN234162	NC_048815	phage-phage	0.87351
MN234168	MN234194	phage-phage	1.0
MN234175	MN234210	phage-phage	0.836856
MN234189	MT310862	phage-phage	0.916166
MN234191	NC_052940	phage-phage	0.827763
MN234204	MN234222	phage-phage	0.833742
MN234233	NC_042139	phage-phage	1.0
MN234233	OP172878	phage-phage	1.0
MN270258	MN270259	phage-phage	0.861288
MN270263	MN270264	phage-phage	1.0
MN270887	MN270888	phage-phage	1.0
MN270889	MN270890	phage-phage	1.0
MN284892	MT498051	phage-phage	0.844042
MN284892	ON645341	phage-phage	0.844042
MN284892	ON645345	phage-phage	0.844042
MN284894	MZ622160	phage-phage	1.0
MN284894	NC_048706	phage-phage	1.0
MN284894	ON108647	phage-phage	0.897619
MN304941	MZ573923	phage-phage	0.826839
MN308080	MN327636	phage-phage	0.896268
MN329679	MT316459	phage-phage	1.0
MN329679	MT316462	phage-phage	0.809438
MN329679	MZ005676	phage-phage	0.809438
MN329679	NC_054431	phage-phage	0.809438
MN329679	OK310504	phage-phage	1.0
MN329679	ON755188	phage-phage	0.809438
MN329679	OR159657	phage-phage	0.809438
MN336261	MN336262	phage-phage	0.940288
MN336261	MN336263	phage-phage	0.940288
MN336261	MT226657	phage-phage	0.940288
MN336261	MT338525	phage-phage	0.851863
MN336261	MW460250	phage-phage	0.896423
MN336261	MW528836	phage-phage	0.884602
MN336261	NC_007066	phage-phage	0.915429
MN336261	NC_025417	phage-phage	0.896423
MN336261	NC_047720	phage-phage	0.915429
MN336261	NC_047721	phage-phage	0.865803
MN336261	NC_047726	phage-phage	0.860891
MN336261	NC_047729	phage-phage	0.866164
MN336261	NC_047730	phage-phage	0.896423
MN336261	NC_047731	phage-phage	0.853084
MN336261	NC_047732	phage-phage	0.896423
MN336261	OL960567	phage-phage	0.940288
MN336261	OL960568	phage-phage	0.940288
MN336261	OL960569	phage-phage	0.915616
MN336261	OL960570	phage-phage	0.940288
MN336261	OP651044	phage-phage	0.860891
MN336261	OR327749	phage-phage	0.940288
MN336262	MN336263	phage-phage	1.0
MN336262	MT226657	phage-phage	1.0
MN336262	MT338525	phage-phage	0.821113
MN336262	MW460250	phage-phage	0.915243
MN336262	MW528836	phage-phage	0.901107
MN336262	NC_007066	phage-phage	0.940023
MN336262	NC_025417	phage-phage	0.915243
MN336262	NC_047720	phage-phage	0.940023
MN336262	NC_047721	phage-phage	0.879643
MN336262	NC_047726	phage-phage	0.874173
MN336262	NC_047729	phage-phage	0.880046
MN336262	NC_047730	phage-phage	0.880046
MN336262	NC_047731	phage-phage	0.865568
MN336262	NC_047732	phage-phage	0.915243
MN336262	OL960567	phage-phage	1.0
MN336262	OL960568	phage-phage	1.0
MN336262	OL960569	phage-phage	0.940288
MN336262	OL960570	phage-phage	1.0
MN336262	OP651044	phage-phage	0.849403
MN336262	OR327749	phage-phage	1.0
MN336263	MT226657	phage-phage	1.0
MN336263	MT338525	phage-phage	0.821113
MN336263	MW460250	phage-phage	0.915243
MN336263	MW528836	phage-phage	0.901107
MN336263	NC_007066	phage-phage	0.940023
MN336263	NC_025417	phage-phage	0.915243
MN336263	NC_047720	phage-phage	0.940023
MN336263	NC_047721	phage-phage	0.879643
MN336263	NC_047726	phage-phage	0.874173
MN336263	NC_047729	phage-phage	0.880046
MN336263	NC_047730	phage-phage	0.880046
MN336263	NC_047731	phage-phage	0.865568
MN336263	NC_047732	phage-phage	0.915243
MN336263	OL960567	phage-phage	1.0
MN336263	OL960568	phage-phage	1.0
MN336263	OL960569	phage-phage	0.940288
MN336263	OL960570	phage-phage	1.0
MN336263	OP651044	phage-phage	0.849403
MN336263	OR327749	phage-phage	1.0
MN342247	MN393473	phage-phage	0.913959
MN369740	NC_031072	phage-phage	1.0
MN369766	NC_055820	phage-phage	1.0
MN428062	MN428064	phage-phage	0.856434
MN428062	MN586008	phage-phage	0.856434
MN428062	MT657332	phage-phage	0.856434
MN428062	MT776807	phage-phage	0.856434
MN428062	MW924642	phage-phage	0.856434
MN428062	OK040783	phage-phage	0.800275
MN428062	ON970589	phage-phage	0.856434
MN428064	MN586008	phage-phage	1.0
MN428064	MT657332	phage-phage	1.0
MN428064	MT776807	phage-phage	1.0
MN428064	MW924642	phage-phage	1.0
MN428064	OK040783	phage-phage	0.859951
MN428064	ON970589	phage-phage	1.0
MN497954	MT684591	phage-phage	1.0
MN508614	MN508618	phage-phage	1.0
MN508616	MN508617	phage-phage	1.0
MN539736	MN539737	phage-phage	0.820947
MN539736	MN539738	phage-phage	0.897325
MN539737	NC_047724	phage-phage	0.803771
MN539737	NC_047725	phage-phage	0.848295
MN585130	NC_028688	phage-phage	1.0
MN585980	NC_073376	phage-phage	1.0
MN586007	NC_073374	phage-phage	1.0
MN586008	MT657332	phage-phage	1.0
MN586008	MT776807	phage-phage	1.0
MN586008	MW924642	phage-phage	1.0
MN586008	OK040783	phage-phage	0.859951
MN586008	ON970589	phage-phage	1.0
MN586031	MZ622164	phage-phage	1.0
MN586031	NC_030943	phage-phage	0.910561
MN586031	NC_055865	phage-phage	1.0
MN586054	NC_042016	phage-phage	0.91958
MN586055	MT818424	phage-phage	0.905792
MN586055	MW291013	phage-phage	0.905792
MN586055	MW507130	phage-phage	1.0
MN586055	MW822147	phage-phage	1.0
MN586055	MZ681509	phage-phage	0.905792
MN586055	NC_070804	phage-phage	0.867726
MN586055	ON645343	phage-phage	0.905792
MN602045	MN692672	phage-phage	1.0
MN617840	MN807246	phage-phage	0.893399
MN617840	MN892483	phage-phage	1.0
MN689515	MN689532	phage-phage	1.0
MN689515	NC_055018	phage-phage	1.0
MN689532	NC_055018	phage-phage	1.0
MN703407	MN703414	phage-phage	0.929118
MN703413	MT024871	phage-phage	0.90779
MN788369	MN813049	phage-phage	0.860434
MN788369	MN813051	phage-phage	0.800482
MN807246	MN892483	phage-phage	0.893399
MN812685	MN812691	phage-phage	1.0
MN812685	NC_070860	phage-phage	1.0
MN812691	NC_070860	phage-phage	1.0
MN813048	MN813049	phage-phage	0.820938
MN813048	MN813051	phage-phage	0.83339
MN813049	MN813051	phage-phage	0.801273
MN813050	MN813051	phage-phage	0.825282
MN813677	NC_018851	phage-phage	1.0
MN813688	MN813689	phage-phage	1.0
MN813688	MN813690	phage-phage	1.0
MN813688	MN813692	phage-phage	1.0
MN813689	MN813690	phage-phage	1.0
MN813689	MN813692	phage-phage	1.0
MN813690	MN813692	phage-phage	1.0
MN813698	NC_048028	phage-phage	1.0
MN830254	MN830255	phage-phage	1.0
MN840486	NC_052981	phage-phage	0.830832
MN871448	MN871452	phage-phage	1.0
MN871448	MN871453	phage-phage	1.0
MN871452	MN871453	phage-phage	1.0
MN871492	NC_049495	phage-phage	1.0
MN871494	NC_049496	phage-phage	1.0
MN871496	MN871497	phage-phage	1.0
MN871496	MN871499	phage-phage	1.0
MN871496	NC_049497	phage-phage	1.0
MN871497	MN871499	phage-phage	1.0
MN871497	NC_049497	phage-phage	1.0
MN871499	NC_049497	phage-phage	1.0
MN871504	NC_049440	phage-phage	1.0
MN890136	MN890137	phage-phage	1.0
MN890136	MN890138	phage-phage	1.0
MN890136	MN890139	phage-phage	1.0
MN890136	MN890140	phage-phage	1.0
MN890136	MN890141	phage-phage	1.0
MN890136	MN890143	phage-phage	1.0
MN890137	MN890138	phage-phage	1.0
MN890137	MN890139	phage-phage	1.0
MN890137	MN890140	phage-phage	1.0
MN890137	MN890141	phage-phage	1.0
MN890137	MN890143	phage-phage	1.0
MN890138	MN890139	phage-phage	1.0
MN890138	MN890140	phage-phage	1.0
MN890138	MN890141	phage-phage	1.0
MN890138	MN890143	phage-phage	1.0
MN890139	MN890140	phage-phage	1.0
MN890139	MN890141	phage-phage	1.0
MN890139	MN890143	phage-phage	1.0
MN890140	MN890141	phage-phage	1.0
MN890140	MN890143	phage-phage	1.0
MN890141	MN890143	phage-phage	1.0
MN922296	MN956515	phage-phage	1.0
MN966730	NC_055830	phage-phage	0.947071
MN966730	OQ079156	phage-phage	1.0
MN974282	NC_048167	phage-phage	1.0
MN988460	MN988467	phage-phage	1.0
MN988460	MN988471	phage-phage	1.0
MN988460	MN988474	phage-phage	1.0
MN988460	MN988478	phage-phage	1.0
MN988461	MN988462	phage-phage	1.0
MN988463	MN988472	phage-phage	0.82224
MN988467	MN988471	phage-phage	1.0
MN988467	MN988474	phage-phage	1.0
MN988467	MN988478	phage-phage	1.0
MN988469	MN988475	phage-phage	1.0
MN988469	MN988479	phage-phage	1.0
MN988469	MN988481	phage-phage	1.0
MN988469	MN988494	phage-phage	1.0
MN988470	MN988495	phage-phage	1.0
MN988470	MN988537	phage-phage	1.0
MN988470	MW980069	phage-phage	0.920833
MN988471	MN988474	phage-phage	1.0
MN988471	MN988478	phage-phage	1.0
MN988474	MN988478	phage-phage	1.0
MN988475	MN988479	phage-phage	1.0
MN988475	MN988481	phage-phage	1.0
MN988475	MN988494	phage-phage	1.0
MN988479	MN988481	phage-phage	1.0
MN988479	MN988494	phage-phage	1.0
MN988480	MN988489	phage-phage	1.0
MN988480	MN988491	phage-phage	1.0
MN988480	MN988498	phage-phage	1.0
MN988481	MN988494	phage-phage	1.0
MN988482	MN988501	phage-phage	1.0
MN988489	MN988491	phage-phage	1.0
MN988489	MN988498	phage-phage	1.0
MN988490	MN988502	phage-phage	1.0
MN988491	MN988498	phage-phage	1.0
MN988495	MN988537	phage-phage	1.0
MN988495	MW980069	phage-phage	0.920833
MN988504	MN988518	phage-phage	1.0
MN988506	MN988543	phage-phage	1.0
MN988508	MN988545	phage-phage	1.0
MN988508	MN988549	phage-phage	1.0
MN988509	MN988553	phage-phage	1.0
MN988512	MN988513	phage-phage	0.90485
MN988512	MN988514	phage-phage	0.90485
MN988513	MN988514	phage-phage	1.0
MN988515	MN988535	phage-phage	0.923236
MN988529	MW980062	phage-phage	1.0
MN988531	MN988546	phage-phage	1.0
MN988533	MW980068	phage-phage	1.0
MN988537	MW980069	phage-phage	0.920833
MN988544	MN988557	phage-phage	1.0
MN988545	MN988549	phage-phage	1.0
MN988547	MN988548	phage-phage	1.0
MN995824	MT747435	phage-phage	1.0
MT006239	NC_048858	phage-phage	0.848522
MT024864	MT553339	phage-phage	1.0
MT024864	MW435859	phage-phage	0.809001
MT074139	MT074140	phage-phage	1.0
MT074143	MT074144	phage-phage	0.848522
MT080582	MT080586	phage-phage	1.0
MT080582	MT080594	phage-phage	1.0
MT080584	MT080587	phage-phage	1.0
MT080584	MT080588	phage-phage	1.0
MT080584	MT080590	phage-phage	1.0
MT080585	MT080589	phage-phage	1.0
MT080585	MT080591	phage-phage	1.0
MT080585	MT080601	phage-phage	1.0
MT080586	MT080594	phage-phage	1.0
MT080587	MT080588	phage-phage	1.0
MT080587	MT080590	phage-phage	1.0
MT080588	MT080590	phage-phage	1.0
MT080589	MT080591	phage-phage	1.0
MT080589	MT080601	phage-phage	1.0
MT080591	MT080601	phage-phage	1.0
MT080592	MT080597	phage-phage	0.945141
MT080592	MT080598	phage-phage	1.0
MT080592	MT080599	phage-phage	1.0
MT080592	MT080603	phage-phage	0.92203
MT080593	MT080596	phage-phage	1.0
MT080597	MT080598	phage-phage	0.945141
MT080597	MT080599	phage-phage	0.945141
MT080597	MT080603	phage-phage	0.904743
MT080598	MT080599	phage-phage	1.0
MT080598	MT080603	phage-phage	0.92203
MT080599	MT080603	phage-phage	0.92203
MT080600	MT080602	phage-phage	1.0
MT080600	NC_005880	phage-phage	0.888002
MT080600	OL362280	phage-phage	0.888002
MT080600	OM373557	phage-phage	0.888002
MT080602	NC_005880	phage-phage	0.888002
MT080602	OL362280	phage-phage	0.888002
MT080602	OM373557	phage-phage	0.888002
MT178766	MT178767	phage-phage	1.0
MT178766	NC_007610	phage-phage	0.893494
MT178767	NC_007610	phage-phage	0.893494
MT226657	MT338525	phage-phage	0.821113
MT226657	MW460250	phage-phage	0.915243
MT226657	MW528836	phage-phage	0.901107
MT226657	NC_007066	phage-phage	0.940023
MT226657	NC_025417	phage-phage	0.915243
MT226657	NC_047720	phage-phage	0.940023
MT226657	NC_047721	phage-phage	0.879643
MT226657	NC_047726	phage-phage	0.874173
MT226657	NC_047729	phage-phage	0.880046
MT226657	NC_047730	phage-phage	0.880046
MT226657	NC_047731	phage-phage	0.865568
MT226657	NC_047732	phage-phage	0.915243
MT226657	OL960567	phage-phage	1.0
MT226657	OL960568	phage-phage	1.0
MT226657	OL960569	phage-phage	0.940288
MT226657	OL960570	phage-phage	1.0
MT226657	OP651044	phage-phage	0.849403
MT226657	OR327749	phage-phage	1.0
MT251348	NC_054965	phage-phage	0.915429
MT310854	MT657340	phage-phage	1.0
MT310866	MT553341	phage-phage	1.0
MT310866	MT553343	phage-phage	0.845216
MT310866	MT771350	phage-phage	1.0
MT310889	MT310891	phage-phage	0.878417
MT310889	MW862991	phage-phage	0.913896
MT310889	NC_048877	phage-phage	0.913896
MT310891	MW862991	phage-phage	0.913896
MT310891	NC_048877	phage-phage	0.913896
MT316458	MZ005678	phage-phage	1.0
MT316459	MT316462	phage-phage	0.809438
MT316459	MZ005676	phage-phage	0.809438
MT316459	NC_054431	phage-phage	0.809438
MT316459	OK310504	phage-phage	1.0
MT316459	ON755188	phage-phage	0.809438
MT316459	OR159657	phage-phage	0.809438
MT316462	MZ005676	phage-phage	1.0
MT316462	NC_054431	phage-phage	1.0
MT316462	OK310504	phage-phage	0.809438
MT316462	ON755188	phage-phage	1.0
MT316462	OR159657	phage-phage	1.0
MT338525	MW460250	phage-phage	0.821113
MT338525	MW528836	phage-phage	0.850327
MT338525	NC_007066	phage-phage	0.812061
MT338525	NC_025417	phage-phage	0.80299
MT338525	NC_047720	phage-phage	0.812061
MT338525	NC_047726	phage-phage	0.873943
MT338525	NC_047730	phage-phage	0.80299
MT338525	NC_047732	phage-phage	0.821113
MT338525	OL960567	phage-phage	0.821113
MT338525	OL960568	phage-phage	0.821113
MT338525	OL960569	phage-phage	0.830593
MT338525	OL960570	phage-phage	0.821113
MT338525	OP651044	phage-phage	0.902536
MT338525	OR327749	phage-phage	0.821113
MT344103	MT344104	phage-phage	0.890278
MT344103	MT344105	phage-phage	0.890278
MT344104	MT344105	phage-phage	1.0
MT366931	MT366932	phage-phage	0.908742
MT366931	MT366933	phage-phage	1.0
MT366931	MT366934	phage-phage	1.0
MT366931	MT366935	phage-phage	1.0
MT366931	MT366936	phage-phage	1.0
MT366931	MT366937	phage-phage	1.0
MT366931	MT366938	phage-phage	1.0
MT366931	MT366939	phage-phage	0.817935
MT366931	MT366940	phage-phage	0.817935
MT366931	MT366941	phage-phage	0.908742
MT366931	MT366942	phage-phage	1.0
MT366931	MT366943	phage-phage	1.0
MT366931	MT366944	phage-phage	0.817935
MT366932	MT366933	phage-phage	0.908742
MT366932	MT366934	phage-phage	0.908742
MT366932	MT366935	phage-phage	0.908742
MT366932	MT366936	phage-phage	0.908742
MT366932	MT366937	phage-phage	0.908742
MT366932	MT366938	phage-phage	0.908742
MT366932	MT366941	phage-phage	0.871164
MT366932	MT366942	phage-phage	0.908742
MT366932	MT366943	phage-phage	0.908742
MT366933	MT366934	phage-phage	1.0
MT366933	MT366935	phage-phage	1.0
MT366933	MT366936	phage-phage	1.0
MT366933	MT366937	phage-phage	1.0
MT366933	MT366938	phage-phage	1.0
MT366933	MT366939	phage-phage	0.817935
MT366933	MT366940	phage-phage	0.817935
MT366933	MT366941	phage-phage	0.908742
MT366933	MT366942	phage-phage	1.0
MT366933	MT366943	phage-phage	1.0
MT366933	MT366944	phage-phage	0.817935
MT366934	MT366935	phage-phage	1.0
MT366934	MT366936	phage-phage	1.0
MT366934	MT366937	phage-phage	1.0
MT366934	MT366938	phage-phage	1.0
MT366934	MT366939	phage-phage	0.817935
MT366934	MT366940	phage-phage	0.817935
MT366934	MT366941	phage-phage	0.908742
MT366934	MT366942	phage-phage	1.0
MT366934	MT366943	phage-phage	1.0
MT366934	MT366944	phage-phage	0.817935
MT366935	MT366936	phage-phage	1.0
MT366935	MT366937	phage-phage	1.0
MT366935	MT366938	phage-phage	1.0
MT366935	MT366939	phage-phage	0.817935
MT366935	MT366940	phage-phage	0.817935
MT366935	MT366941	phage-phage	0.908742
MT366935	MT366942	phage-phage	1.0
MT366935	MT366943	phage-phage	1.0
MT366935	MT366944	phage-phage	0.817935
MT366936	MT366937	phage-phage	1.0
MT366936	MT366938	phage-phage	1.0
MT366936	MT366939	phage-phage	0.817935
MT366936	MT366940	phage-phage	0.817935
MT366936	MT366941	phage-phage	0.908742
MT366936	MT366942	phage-phage	1.0
MT366936	MT366943	phage-phage	1.0
MT366936	MT366944	phage-phage	0.817935
MT366937	MT366938	phage-phage	1.0
MT366937	MT366939	phage-phage	0.817935
MT366937	MT366940	phage-phage	0.817935
MT366937	MT366941	phage-phage	0.908742
MT366937	MT366942	phage-phage	1.0
MT366937	MT366943	phage-phage	1.0
MT366937	MT366944	phage-phage	0.817935
MT366938	MT366939	phage-phage	0.817935
MT366938	MT366940	phage-phage	0.817935
MT366938	MT366941	phage-phage	0.908742
MT366938	MT366942	phage-phage	1.0
MT366938	MT366943	phage-phage	1.0
MT366938	MT366944	phage-phage	0.817935
MT366939	MT366940	phage-phage	0.872463
MT366939	MT366942	phage-phage	0.817935
MT366939	MT366943	phage-phage	0.817935
MT366939	MT366944	phage-phage	1.0
MT366940	MT366942	phage-phage	0.817935
MT366940	MT366943	phage-phage	0.817935
MT366940	MT366944	phage-phage	0.872463
MT366941	MT366942	phage-phage	0.908742
MT366941	MT366943	phage-phage	0.908742
MT366942	MT366943	phage-phage	1.0
MT366942	MT366944	phage-phage	0.817935
MT366943	MT366944	phage-phage	0.817935
MT409116	MT741943	phage-phage	0.810435
MT427400	NC_041874	phage-phage	1.0
MT431535	MT585273	phage-phage	0.872463
MT431535	MT585274	phage-phage	0.872463
MT431535	MT585275	phage-phage	0.872463
MT431535	MT585276	phage-phage	0.872463
MT431535	MT585278	phage-phage	0.872463
MT431535	MT585279	phage-phage	0.872463
MT431535	MT585290	phage-phage	0.872463
MT431535	MT585291	phage-phage	0.872463
MT431535	MT585293	phage-phage	0.872463
MT431535	MT585295	phage-phage	0.872463
MT431535	MT585296	phage-phage	0.872463
MT431535	NC_041845	phage-phage	0.819331
MT448615	OQ079153	phage-phage	0.874948
MT448615	OQ079154	phage-phage	1.0
MT448615	OQ079155	phage-phage	0.874948
MT459144	OQ095918	phage-phage	0.925574
MT498039	NC_048817	phage-phage	0.838002
MT498040	NC_052939	phage-phage	1.0
MT498051	MT639642	phage-phage	0.839139
MT498051	MW055907	phage-phage	0.839139
MT498051	MZ322006	phage-phage	0.839139
MT498051	MZ322008	phage-phage	0.839139
MT498051	MZ322014	phage-phage	0.839139
MT498051	NC_052932	phage-phage	0.839139
MT498051	ON081334	phage-phage	0.839139
MT498051	ON260812	phage-phage	0.839139
MT498051	ON645341	phage-phage	1.0
MT498051	ON645345	phage-phage	1.0
MT498051	ON755182	phage-phage	0.839139
MT498051	OQ709210	phage-phage	0.839139
MT515751	MT828553	phage-phage	1.0
MT515751	NC_054944	phage-phage	1.0
MT515752	MT526905	phage-phage	1.0
MT515753	MT515755	phage-phage	1.0
MT515754	OQ067373	phage-phage	0.835647
MT515757	MW147603	phage-phage	1.0
MT515757	NC_048108	phage-phage	1.0
MT521999	OP434460	phage-phage	1.0
MT553339	MW435859	phage-phage	0.809001
MT553341	MT553343	phage-phage	0.845216
MT553341	MT771350	phage-phage	1.0
MT553343	MT771350	phage-phage	0.845216
MT585273	MT585274	phage-phage	1.0
MT585273	MT585275	phage-phage	1.0
MT585273	MT585276	phage-phage	1.0
MT585273	MT585277	phage-phage	0.844573
MT585273	MT585278	phage-phage	1.0
MT585273	MT585279	phage-phage	1.0
MT585273	MT585280	phage-phage	0.844573
MT585273	MT585283	phage-phage	0.844573
MT585273	MT585284	phage-phage	0.844573
MT585273	MT585285	phage-phage	0.844573
MT585273	MT585286	phage-phage	0.844573
MT585273	MT585287	phage-phage	0.844573
MT585273	MT585288	phage-phage	0.844573
MT585273	MT585289	phage-phage	0.844573
MT585273	MT585290	phage-phage	1.0
MT585273	MT585291	phage-phage	1.0
MT585273	MT585292	phage-phage	0.844573
MT585273	MT585293	phage-phage	1.0
MT585273	MT585294	phage-phage	0.844573
MT585273	MT585295	phage-phage	1.0
MT585273	MT585296	phage-phage	1.0
MT585273	MT585297	phage-phage	0.844573
MT585273	MT585298	phage-phage	0.844573
MT585273	MT585299	phage-phage	0.844573
MT585273	MT585300	phage-phage	0.844573
MT585273	MT585301	phage-phage	0.844573
MT585273	MT585302	phage-phage	0.844573
MT585273	MT585303	phage-phage	0.844573
MT585273	MT585304	phage-phage	0.844573
MT585273	MT585305	phage-phage	0.844573
MT585273	MT585306	phage-phage	0.844573
MT585273	MT585307	phage-phage	0.844573
MT585273	MT585308	phage-phage	0.844573
MT585273	MT585309	phage-phage	0.844573
MT585273	MT585311	phage-phage	0.844573
MT585273	MT585312	phage-phage	0.844573
MT585273	MT585314	phage-phage	0.844573
MT585273	MT585315	phage-phage	0.844573
MT585274	MT585275	phage-phage	1.0
MT585274	MT585276	phage-phage	1.0
MT585274	MT585277	phage-phage	0.844573
MT585274	MT585278	phage-phage	1.0
MT585274	MT585279	phage-phage	1.0
MT585274	MT585280	phage-phage	0.844573
MT585274	MT585283	phage-phage	0.844573
MT585274	MT585284	phage-phage	0.844573
MT585274	MT585285	phage-phage	0.844573
MT585274	MT585286	phage-phage	0.844573
MT585274	MT585287	phage-phage	0.844573
MT585274	MT585288	phage-phage	0.844573
MT585274	MT585289	phage-phage	0.844573
MT585274	MT585290	phage-phage	1.0
MT585274	MT585291	phage-phage	1.0
MT585274	MT585292	phage-phage	0.844573
MT585274	MT585293	phage-phage	1.0
